,title,engine,power,transmission,drive_unit,color,mileage,steering,generation,price
1179,"Продажа Volkswagen Jetta, 2011 год в Москве","бензин, 1.4 л",122 л.с.,автомат,передний,синий,75568,левый,6 поколение,717000
1180,"Продажа Porsche Panamera, 2017 год в Москве","бензин, 4.0 л",550 л.с.,автомат,4WD,серый,15820,левый,2 поколение,8147000
1181,"Продажа Mitsubishi Lancer, 2004 год в Москве","бензин, 1.6 л",98 л.с.,механика,передний,серебристый,293260,левый,"9 поколение, рестайлинг",227000
1182,"Продажа Hyundai Sonata, 2002 год в Москве","бензин, 2.0 л",133 л.с.,автомат,передний,серый,241000,левый,"4 поколение, рестайлинг",200000
1183,"Продажа Toyota RAV4, 2004 год в Москве","бензин, 2.0 л",150 л.с.,автомат,4WD,черный,256575,левый,"2 поколение, рестайлинг",547000
1184,"Продажа Mitsubishi Pajero, 2013 год в Москве","дизель, 3.2 л",200 л.с.,автомат,4WD,белый,181103,левый,"4 поколение, рестайлинг",1447000
1185,"Продажа Hyundai ix35, 2014 год в Москве","бензин, 2.0 л",150 л.с.,автомат,передний,серый,62000,левый,"1 поколение, рестайлинг",900000
1186,"Продажа Kia Sportage, 2010 год в Москве","бензин, 2.0 л",150 л.с.,механика,передний,серый,165253,левый,3 поколение,697000
1187,"Продажа Mercedes-Benz E-Class, 2014 год в Москве","бензин, 3.5 л",306 л.с.,автомат,4WD,белый,33600,левый,"4 поколение, рестайлинг",1798000
1188,"Продажа Toyota Land Cruiser Prado, 2013 год в Москве","дизель, 3.0 л",173 л.с.,автомат,4WD,белый,169361,левый,4 поколение,1736000
1189,"Продажа Infiniti QX60, 2014 год в Москве","бензин, 2.5 л, гибрид",231 л.с.,автомат,4WD,бордовый,183711,левый,1 поколение,1280000
1190,"Продажа Lexus LX570, 2019 год в Москве","бензин, 5.7 л",367 л.с.,автомат,4WD,белый,2450,левый,"3 поколение, 2 рестайлинг",6897000
1191,"Продажа Lexus NX300, 2019 год в Москве","бензин, 2.0 л",238 л.с.,автомат,4WD,белый,2900,левый,"1 поколение, рестайлинг",3497000
1192,"Продажа Ford Kuga, 2016 год в Москве","бензин, 1.5 л",150 л.с.,автомат,4WD,коричневый,101976,левый,"2 поколение, рестайлинг",994000
1193,"Продажа Toyota RAV4, 2018 год в Москве","бензин, 2.0 л",146 л.с.,автомат,4WD,черный,48033,левый,"4 поколение, рестайлинг",1637000
1194,"Продажа Volkswagen Passat, 2007 год в Москве","бензин, 1.6 л",115 л.с.,автомат,передний,голубой,305523,левый,6 поколение,271000
1195,"Продажа Skoda Rapid, 2018 год в Москве","бензин, 1.6 л",90 л.с.,механика,передний,серебристый,67165,левый,"1 поколение, рестайлинг",631000
1196,"Продажа Mitsubishi Outlander, 2016 год в Москве","бензин, 2.0 л",146 л.с.,автомат,передний,коричневый,157355,левый,3 поколение,937000
1197,"Продажа Hyundai Santa Fe, 2019 год в Москве","бензин, 2.4 л",188 л.с.,автомат,4WD,бежевый,28984,левый,4 поколение,2011000
1198,"Продажа Porsche Cayenne, 2013 год в Москве","бензин, 4.8 л",420 л.с.,автомат,4WD,белый,83235,левый,2 поколение,2217000
1199,"Продажа Toyota Land Cruiser, 2014 год в Москве","дизель, 4.5 л",235 л.с.,автомат,4WD,,55000,левый,"11 поколение, рестайлинг",2999999
1200,"Продажа Kia Rio, 2011 год в Москве","бензин, 1.6 л",123 л.с.,механика,передний,красный,184000,левый,3 поколение,450000
1201,"Продажа Lexus RX350, 2016 год в Москве","бензин, 3.5 л",301 л.с.,автомат,4WD,синий,41868,левый,4 поколение,2886000
1202,"Продажа Chevrolet Tahoe, 2004 год в Москве","бензин, 5.3 л",325 л.с.,автомат,4WD,черный,307000,левый,,495000
1203,"Продажа Volkswagen Polo, 2013 год в Москве","бензин, 1.6 л",105 л.с.,,передний,серебристый,90000,левый,5 поколение,450000
1204,"Продажа Chevrolet Lanos, 2007 год в Москве","бензин, 1.5 л",86 л.с.,механика,передний,серебристый,168000,,1 поколение,80000
1205,"Продажа Nissan X-Trail, 2010 год в Москве","бензин, 2.0 л",141 л.с.,автомат,4WD,черный,99917,левый,2 поколение,700000
1206,"Продажа Ford Explorer, 2013 год в Москве","бензин, 3.5 л",360 л.с.,автомат,4WD,серый,100567,левый,5 поколение,1120000
1207,"Продажа Skoda Yeti, 2012 год в Москве","бензин, 1.8 л",152 л.с.,автомат,4WD,бордовый,161000,левый,1 поколение,565000
1208,"Продажа Ford Ford, 2012 год в Москве","бензин, 1.6 л",125 л.с.,автомат,передний,,158000,левый,,450000
1209,"Продажа Ford Maverick, 2006 год в Москве","бензин, 3.0 л",203 л.с.,автомат,4WD,зеленый,150300,левый,"2 поколение, рестайлинг",360000
1210,"Продажа Audi Q5, 2013 год в Москве","дизель, 2.0 л",177 л.с.,автомат,4WD,серый,144000,левый,"1 поколение, рестайлинг",1450000
1211,"Продажа Volvo XC90, 2007 год в Москве","бензин, 4.4 л",315 л.с.,автомат,4WD,синий,212000,левый,"1 поколение, рестайлинг",499000
1212,"Продажа Volkswagen Tiguan, 2013 год в Москве","бензин, 2.0 л",170 л.с.,автомат,4WD,черный,35929,левый,"1 поколение, рестайлинг",905000
1213,"Продажа Nissan Teana, 2014 год в Москве","бензин, 2.5 л",173 л.с.,автомат,передний,белый,97545,левый,3 поколение,890000
1214,"Продажа Citroen Grand C4 Picasso, 2018 год в Москве","дизель, 1.6 л",120 л.с.,автомат,передний,белый,10000,левый,"2 поколение, рестайлинг",1300000
1215,"Продажа Kia Sportage, 2015 год в Москве","бензин, 2.0 л",150 л.с.,автомат,4WD,белый,86650,левый,"3 поколение, рестайлинг",990000
1216,"Продажа Subaru Forester, 2011 год в Москве","бензин, 2.0 л",150 л.с.,автомат,4WD,серебристый,76423,левый,"3 поколение, рестайлинг",745000
1217,"Продажа Volkswagen Passat, 2007 год в Москве","бензин, 2.0 л",200 л.с.,автомат,передний,синий,191397,левый,6 поколение,380000
1218,"Продажа Lexus RX270, 2014 год в Москве","бензин, 2.7 л",188 л.с.,автомат,передний,красный,42887,левый,"3 поколение, рестайлинг",1890000
1219,"Продажа Skoda Octavia, 2015 год в Москве","бензин, 1.4 л",140 л.с.,автомат,передний,серый,35504,левый,3 поколение,795000
1220,"Продажа BMW X6, 2016 год в Москве","дизель, 3.0 л",249 л.с.,автомат,4WD,черный,35000,левый,2 поколение,3020000
1221,"Продажа Nissan Maxima, 1996 год в Москве","бензин, 3.0 л",183 л.с.,механика,передний,серый,272490,левый,,59000
1222,"Продажа Toyota bB, 2006 год в Москве","бензин, 1.3 л",92 л.с.,автомат,4WD,белый,183000,правый,2 поколение,515000
1223,"Продажа Fiat Fullback, 2016 год в Москве","дизель, 2.4 л",150 л.с.,автомат,4WD,белый,133000,левый,1 поколение,1300000
